participant_id,program_name,age_group,enrollment_date,attendance_date,attended
23,After School Care,7-May,5/24/2024,9/16/2024,1
23,After School Care,7-May,5/24/2024,8/25/2024,1
23,After School Care,7-May,5/24/2024,9/3/2024,1
23,After School Care,7-May,5/24/2024,6/19/2024,1
23,After School Care,7-May,5/24/2024,6/28/2024,1
23,After School Care,7-May,5/24/2024,6/21/2024,1
23,After School Care,7-May,5/24/2024,6/30/2024,0
23,After School Care,7-May,5/24/2024,7/19/2024,1
23,After School Care,7-May,5/24/2024,8/28/2024,1
23,After School Care,7-May,5/24/2024,9/1/2024,1
23,After School Care,7-May,5/24/2024,6/19/2024,1
23,After School Care,7-May,5/24/2024,7/17/2024,1
23,After School Care,7-May,5/24/2024,6/25/2024,1
23,After School Care,7-May,5/24/2024,7/30/2024,1
24,STEM Club,13-Nov,5/1/2024,8/26/2024,1
24,STEM Club,13-Nov,5/1/2024,6/20/2024,1
24,STEM Club,13-Nov,5/1/2024,5/29/2024,1
24,STEM Club,13-Nov,5/1/2024,7/17/2024,1
24,STEM Club,13-Nov,5/1/2024,6/9/2024,1
24,STEM Club,13-Nov,5/1/2024,6/10/2024,1
24,STEM Club,13-Nov,5/1/2024,7/25/2024,1
24,STEM Club,13-Nov,5/1/2024,5/11/2024,1
24,STEM Club,13-Nov,5/1/2024,5/23/2024,1
24,STEM Club,13-Nov,5/1/2024,5/1/2024,1
24,STEM Club,13-Nov,5/1/2024,6/15/2024,1
24,STEM Club,13-Nov,5/1/2024,8/9/2024,1
24,STEM Club,13-Nov,5/1/2024,5/21/2024,0
25,STEM Club,7-May,3/30/2024,5/6/2024,1
25,STEM Club,7-May,3/30/2024,3/31/2024,1
25,STEM Club,7-May,3/30/2024,4/5/2024,1
25,STEM Club,7-May,3/30/2024,6/19/2024,1
25,STEM Club,7-May,3/30/2024,6/28/2024,1
25,STEM Club,7-May,3/30/2024,5/2/2024,1
25,STEM Club,7-May,3/30/2024,6/28/2024,0
25,STEM Club,7-May,3/30/2024,4/15/2024,1
25,STEM Club,7-May,3/30/2024,5/11/2024,1
25,STEM Club,7-May,3/30/2024,5/27/2024,1
25,STEM Club,7-May,3/30/2024,7/15/2024,0
25,STEM Club,7-May,3/30/2024,5/19/2024,1
25,STEM Club,7-May,3/30/2024,5/22/2024,0
25,STEM Club,7-May,3/30/2024,4/22/2024,1
25,STEM Club,7-May,3/30/2024,4/23/2024,1
26,After School Care,7-May,6/27/2024,8/27/2024,1
26,After School Care,7-May,6/27/2024,7/28/2024,1
26,After School Care,7-May,6/27/2024,7/26/2024,1
26,After School Care,7-May,6/27/2024,7/25/2024,1
26,After School Care,7-May,6/27/2024,8/14/2024,1
26,After School Care,7-May,6/27/2024,8/10/2024,1
26,After School Care,7-May,6/27/2024,9/27/2024,1
26,After School Care,7-May,6/27/2024,7/26/2024,1
26,After School Care,7-May,6/27/2024,7/12/2024,1
26,After School Care,7-May,6/27/2024,8/5/2024,0
26,After School Care,7-May,6/27/2024,7/15/2024,1
26,After School Care,7-May,6/27/2024,7/14/2024,1
26,After School Care,7-May,6/27/2024,6/27/2024,1
26,After School Care,7-May,6/27/2024,9/12/2024,0
26,After School Care,7-May,6/27/2024,10/19/2024,1
26,After School Care,7-May,6/27/2024,8/12/2024,1
26,After School Care,7-May,6/27/2024,10/18/2024,1
26,After School Care,7-May,6/27/2024,8/31/2024,0
26,After School Care,7-May,6/27/2024,10/22/2024,0
26,After School Care,7-May,6/27/2024,9/26/2024,1
26,After School Care,7-May,6/27/2024,10/17/2024,1
26,After School Care,7-May,6/27/2024,10/18/2024,1
26,After School Care,7-May,6/27/2024,9/28/2024,1
27,Summer Camp,13-Nov,4/5/2024,6/21/2024,1
27,Summer Camp,13-Nov,4/5/2024,5/6/2024,1
27,Summer Camp,13-Nov,4/5/2024,8/2/2024,1
27,Summer Camp,13-Nov,4/5/2024,5/20/2024,1
27,Summer Camp,13-Nov,4/5/2024,7/20/2024,1
27,Summer Camp,13-Nov,4/5/2024,4/20/2024,1
27,Summer Camp,13-Nov,4/5/2024,6/11/2024,0
27,Summer Camp,13-Nov,4/5/2024,7/29/2024,1
27,Summer Camp,13-Nov,4/5/2024,5/11/2024,1
27,Summer Camp,13-Nov,4/5/2024,5/28/2024,1
27,Summer Camp,13-Nov,4/5/2024,6/28/2024,1
27,Summer Camp,13-Nov,4/5/2024,4/18/2024,1
27,Summer Camp,13-Nov,4/5/2024,7/8/2024,1
27,Summer Camp,13-Nov,4/5/2024,5/29/2024,1
27,Summer Camp,13-Nov,4/5/2024,5/22/2024,1
27,Summer Camp,13-Nov,4/5/2024,6/25/2024,0
27,Summer Camp,13-Nov,4/5/2024,4/11/2024,1
27,Summer Camp,13-Nov,4/5/2024,6/17/2024,1
27,Summer Camp,13-Nov,4/5/2024,4/11/2024,1
27,Summer Camp,13-Nov,4/5/2024,5/7/2024,1
27,Summer Camp,13-Nov,4/5/2024,4/27/2024,1
27,Summer Camp,13-Nov,4/5/2024,6/28/2024,1
27,Summer Camp,13-Nov,4/5/2024,4/23/2024,1
27,Summer Camp,13-Nov,4/5/2024,7/25/2024,1
27,Summer Camp,13-Nov,4/5/2024,4/23/2024,1
27,Summer Camp,13-Nov,4/5/2024,5/10/2024,1
27,Summer Camp,13-Nov,4/5/2024,5/3/2024,1
27,Summer Camp,13-Nov,4/5/2024,6/3/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/24/2024,1
28,Summer Camp,10-Aug,1/29/2024,3/5/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/12/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/7/2024,1
28,Summer Camp,10-Aug,1/29/2024,2/15/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/22/2024,0
28,Summer Camp,10-Aug,1/29/2024,3/10/2024,1
28,Summer Camp,10-Aug,1/29/2024,5/7/2024,0
28,Summer Camp,10-Aug,1/29/2024,3/9/2024,1
28,Summer Camp,10-Aug,1/29/2024,3/6/2024,1
28,Summer Camp,10-Aug,1/29/2024,3/2/2024,1
28,Summer Camp,10-Aug,1/29/2024,2/14/2024,1
28,Summer Camp,10-Aug,1/29/2024,3/5/2024,1
28,Summer Camp,10-Aug,1/29/2024,2/22/2024,1
28,Summer Camp,10-Aug,1/29/2024,5/9/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/13/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/24/2024,0
28,Summer Camp,10-Aug,1/29/2024,5/24/2024,1
28,Summer Camp,10-Aug,1/29/2024,5/13/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/23/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/22/2024,1
28,Summer Camp,10-Aug,1/29/2024,2/24/2024,1
28,Summer Camp,10-Aug,1/29/2024,3/25/2024,1
28,Summer Camp,10-Aug,1/29/2024,2/28/2024,1
28,Summer Camp,10-Aug,1/29/2024,2/3/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/28/2024,1
28,Summer Camp,10-Aug,1/29/2024,3/8/2024,1
28,Summer Camp,10-Aug,1/29/2024,5/5/2024,1
28,Summer Camp,10-Aug,1/29/2024,2/9/2024,1
28,Summer Camp,10-Aug,1/29/2024,5/16/2024,1
28,Summer Camp,10-Aug,1/29/2024,3/21/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/8/2024,1
28,Summer Camp,10-Aug,1/29/2024,2/7/2024,1
28,Summer Camp,10-Aug,1/29/2024,3/13/2024,0
28,Summer Camp,10-Aug,1/29/2024,2/14/2024,0
28,Summer Camp,10-Aug,1/29/2024,2/23/2024,0
28,Summer Camp,10-Aug,1/29/2024,4/22/2024,1
28,Summer Camp,10-Aug,1/29/2024,4/29/2024,0
29,STEM Club,13-Nov,4/10/2024,6/22/2024,1
29,STEM Club,13-Nov,4/10/2024,6/5/2024,1
29,STEM Club,13-Nov,4/10/2024,6/3/2024,1
29,STEM Club,13-Nov,4/10/2024,7/31/2024,0
29,STEM Club,13-Nov,4/10/2024,5/26/2024,1
29,STEM Club,13-Nov,4/10/2024,4/21/2024,0
29,STEM Club,13-Nov,4/10/2024,6/10/2024,1
29,STEM Club,13-Nov,4/10/2024,6/28/2024,1
29,STEM Club,13-Nov,4/10/2024,7/6/2024,1
29,STEM Club,13-Nov,4/10/2024,7/1/2024,1
29,STEM Club,13-Nov,4/10/2024,4/17/2024,1
29,STEM Club,13-Nov,4/10/2024,7/13/2024,0
29,STEM Club,13-Nov,4/10/2024,4/30/2024,1
29,STEM Club,13-Nov,4/10/2024,6/29/2024,1
29,STEM Club,13-Nov,4/10/2024,7/5/2024,0
29,STEM Club,13-Nov,4/10/2024,7/19/2024,1
29,STEM Club,13-Nov,4/10/2024,8/5/2024,1
29,STEM Club,13-Nov,4/10/2024,6/28/2024,1
29,STEM Club,13-Nov,4/10/2024,6/18/2024,0
29,STEM Club,13-Nov,4/10/2024,6/20/2024,1
29,STEM Club,13-Nov,4/10/2024,5/4/2024,1
30,After School Care,10-Aug,6/7/2024,9/13/2024,1
30,After School Care,10-Aug,6/7/2024,9/22/2024,0
30,After School Care,10-Aug,6/7/2024,8/5/2024,1
30,After School Care,10-Aug,6/7/2024,7/21/2024,0
30,After School Care,10-Aug,6/7/2024,9/12/2024,1
30,After School Care,10-Aug,6/7/2024,6/9/2024,1
30,After School Care,10-Aug,6/7/2024,7/13/2024,1
30,After School Care,10-Aug,6/7/2024,7/19/2024,1
30,After School Care,10-Aug,6/7/2024,7/16/2024,1
30,After School Care,10-Aug,6/7/2024,9/4/2024,1
30,After School Care,10-Aug,6/7/2024,7/31/2024,1
30,After School Care,10-Aug,6/7/2024,9/1/2024,1
30,After School Care,10-Aug,6/7/2024,9/22/2024,1
30,After School Care,10-Aug,6/7/2024,7/15/2024,1
30,After School Care,10-Aug,6/7/2024,6/21/2024,1
30,After School Care,10-Aug,6/7/2024,10/4/2024,1
30,After School Care,10-Aug,6/7/2024,9/27/2024,1
30,After School Care,10-Aug,6/7/2024,6/10/2024,1
30,After School Care,10-Aug,6/7/2024,9/7/2024,1
30,After School Care,10-Aug,6/7/2024,8/31/2024,1
30,After School Care,10-Aug,6/7/2024,7/1/2024,1
30,After School Care,10-Aug,6/7/2024,6/19/2024,0
30,After School Care,10-Aug,6/7/2024,8/27/2024,1
30,After School Care,10-Aug,6/7/2024,7/9/2024,1
30,After School Care,10-Aug,6/7/2024,6/22/2024,1
30,After School Care,10-Aug,6/7/2024,9/23/2024,1
30,After School Care,10-Aug,6/7/2024,7/18/2024,0
30,After School Care,10-Aug,6/7/2024,9/22/2024,0
31,After School Care,13-Nov,2/18/2024,4/25/2024,1
31,After School Care,13-Nov,2/18/2024,2/29/2024,0
31,After School Care,13-Nov,2/18/2024,4/16/2024,0
31,After School Care,13-Nov,2/18/2024,3/25/2024,1
31,After School Care,13-Nov,2/18/2024,4/18/2024,0
31,After School Care,13-Nov,2/18/2024,5/28/2024,1
31,After School Care,13-Nov,2/18/2024,3/31/2024,1
31,After School Care,13-Nov,2/18/2024,4/27/2024,1
31,After School Care,13-Nov,2/18/2024,3/27/2024,1
31,After School Care,13-Nov,2/18/2024,4/13/2024,1
31,After School Care,13-Nov,2/18/2024,4/20/2024,1
31,After School Care,13-Nov,2/18/2024,4/3/2024,1
31,After School Care,13-Nov,2/18/2024,5/15/2024,1
31,After School Care,13-Nov,2/18/2024,2/28/2024,1
31,After School Care,13-Nov,2/18/2024,4/19/2024,1
31,After School Care,13-Nov,2/18/2024,5/4/2024,1
31,After School Care,13-Nov,2/18/2024,5/25/2024,1
31,After School Care,13-Nov,2/18/2024,3/13/2024,1
31,After School Care,13-Nov,2/18/2024,4/28/2024,1
31,After School Care,13-Nov,2/18/2024,4/9/2024,1
31,After School Care,13-Nov,2/18/2024,2/21/2024,1
31,After School Care,13-Nov,2/18/2024,4/16/2024,0
31,After School Care,13-Nov,2/18/2024,4/29/2024,1
31,After School Care,13-Nov,2/18/2024,3/8/2024,1
31,After School Care,13-Nov,2/18/2024,5/20/2024,1
31,After School Care,13-Nov,2/18/2024,4/20/2024,1
31,After School Care,13-Nov,2/18/2024,4/11/2024,1
31,After School Care,13-Nov,2/18/2024,6/13/2024,1
32,Youth Sports,7-May,3/16/2024,6/2/2024,1
32,Youth Sports,7-May,3/16/2024,4/24/2024,0
32,Youth Sports,7-May,3/16/2024,4/9/2024,1
32,Youth Sports,7-May,3/16/2024,3/20/2024,1
32,Youth Sports,7-May,3/16/2024,3/26/2024,0
32,Youth Sports,7-May,3/16/2024,5/13/2024,1
32,Youth Sports,7-May,3/16/2024,6/21/2024,1
32,Youth Sports,7-May,3/16/2024,6/11/2024,1
32,Youth Sports,7-May,3/16/2024,6/2/2024,1
32,Youth Sports,7-May,3/16/2024,4/22/2024,1
32,Youth Sports,7-May,3/16/2024,5/26/2024,1
32,Youth Sports,7-May,3/16/2024,3/20/2024,1
32,Youth Sports,7-May,3/16/2024,5/2/2024,1
33,Arts & Crafts,7-May,1/6/2024,1/24/2024,0
33,Arts & Crafts,7-May,1/6/2024,3/25/2024,1
33,Arts & Crafts,7-May,1/6/2024,2/14/2024,1
33,Arts & Crafts,7-May,1/6/2024,4/6/2024,1
33,Arts & Crafts,7-May,1/6/2024,4/11/2024,0
33,Arts & Crafts,7-May,1/6/2024,3/4/2024,1
33,Arts & Crafts,7-May,1/6/2024,3/4/2024,1
33,Arts & Crafts,7-May,1/6/2024,2/22/2024,1
33,Arts & Crafts,7-May,1/6/2024,2/15/2024,1
33,Arts & Crafts,7-May,1/6/2024,1/18/2024,0
33,Arts & Crafts,7-May,1/6/2024,4/21/2024,1
33,Arts & Crafts,7-May,1/6/2024,2/19/2024,1
33,Arts & Crafts,7-May,1/6/2024,4/3/2024,0
33,Arts & Crafts,7-May,1/6/2024,2/27/2024,1
33,Arts & Crafts,7-May,1/6/2024,2/16/2024,0
33,Arts & Crafts,7-May,1/6/2024,4/14/2024,1
33,Arts & Crafts,7-May,1/6/2024,3/8/2024,0
33,Arts & Crafts,7-May,1/6/2024,2/1/2024,1
33,Arts & Crafts,7-May,1/6/2024,2/12/2024,0
33,Arts & Crafts,7-May,1/6/2024,3/5/2024,1
33,Arts & Crafts,7-May,1/6/2024,1/12/2024,1
33,Arts & Crafts,7-May,1/6/2024,1/10/2024,1
33,Arts & Crafts,7-May,1/6/2024,4/21/2024,1
33,Arts & Crafts,7-May,1/6/2024,2/19/2024,1
33,Arts & Crafts,7-May,1/6/2024,3/3/2024,1
33,Arts & Crafts,7-May,1/6/2024,4/29/2024,1
33,Arts & Crafts,7-May,1/6/2024,2/5/2024,1
33,Arts & Crafts,7-May,1/6/2024,1/28/2024,1
34,After School Care,10-Aug,5/24/2024,9/18/2024,1
34,After School Care,10-Aug,5/24/2024,7/27/2024,1
34,After School Care,10-Aug,5/24/2024,6/14/2024,0
34,After School Care,10-Aug,5/24/2024,8/21/2024,1
34,After School Care,10-Aug,5/24/2024,9/20/2024,1
34,After School Care,10-Aug,5/24/2024,8/13/2024,1
34,After School Care,10-Aug,5/24/2024,7/12/2024,1
34,After School Care,10-Aug,5/24/2024,6/6/2024,0
34,After School Care,10-Aug,5/24/2024,7/26/2024,1
34,After School Care,10-Aug,5/24/2024,7/9/2024,1
34,After School Care,10-Aug,5/24/2024,6/21/2024,1
34,After School Care,10-Aug,5/24/2024,8/7/2024,0
34,After School Care,10-Aug,5/24/2024,6/28/2024,1
34,After School Care,10-Aug,5/24/2024,8/30/2024,1
35,Arts & Crafts,7-May,3/15/2024,3/16/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/30/2024,1
35,Arts & Crafts,7-May,3/15/2024,5/31/2024,1
35,Arts & Crafts,7-May,3/15/2024,6/6/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/5/2024,1
35,Arts & Crafts,7-May,3/15/2024,5/28/2024,0
35,Arts & Crafts,7-May,3/15/2024,4/10/2024,1
35,Arts & Crafts,7-May,3/15/2024,5/20/2024,1
35,Arts & Crafts,7-May,3/15/2024,6/3/2024,1
35,Arts & Crafts,7-May,3/15/2024,6/30/2024,0
35,Arts & Crafts,7-May,3/15/2024,5/9/2024,1
35,Arts & Crafts,7-May,3/15/2024,6/14/2024,1
35,Arts & Crafts,7-May,3/15/2024,6/15/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/4/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/30/2024,1
35,Arts & Crafts,7-May,3/15/2024,6/2/2024,1
35,Arts & Crafts,7-May,3/15/2024,6/23/2024,0
35,Arts & Crafts,7-May,3/15/2024,5/12/2024,1
35,Arts & Crafts,7-May,3/15/2024,6/6/2024,1
35,Arts & Crafts,7-May,3/15/2024,3/20/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/2/2024,1
35,Arts & Crafts,7-May,3/15/2024,5/10/2024,1
35,Arts & Crafts,7-May,3/15/2024,5/22/2024,1
35,Arts & Crafts,7-May,3/15/2024,3/17/2024,1
35,Arts & Crafts,7-May,3/15/2024,3/15/2024,1
35,Arts & Crafts,7-May,3/15/2024,5/11/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/21/2024,1
35,Arts & Crafts,7-May,3/15/2024,3/29/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/17/2024,0
35,Arts & Crafts,7-May,3/15/2024,5/14/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/18/2024,1
35,Arts & Crafts,7-May,3/15/2024,5/17/2024,1
35,Arts & Crafts,7-May,3/15/2024,7/5/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/8/2024,1
35,Arts & Crafts,7-May,3/15/2024,4/7/2024,1
35,Arts & Crafts,7-May,3/15/2024,3/26/2024,1
36,STEM Club,10-Aug,6/17/2024,6/27/2024,1
36,STEM Club,10-Aug,6/17/2024,9/10/2024,1
36,STEM Club,10-Aug,6/17/2024,8/6/2024,1
36,STEM Club,10-Aug,6/17/2024,9/12/2024,0
36,STEM Club,10-Aug,6/17/2024,7/27/2024,1
36,STEM Club,10-Aug,6/17/2024,7/3/2024,1
36,STEM Club,10-Aug,6/17/2024,8/31/2024,0
36,STEM Club,10-Aug,6/17/2024,8/1/2024,1
36,STEM Club,10-Aug,6/17/2024,7/18/2024,0
36,STEM Club,10-Aug,6/17/2024,9/3/2024,0
36,STEM Club,10-Aug,6/17/2024,9/4/2024,1
36,STEM Club,10-Aug,6/17/2024,8/9/2024,0
37,Summer Camp,10-Aug,5/1/2024,8/6/2024,1
37,Summer Camp,10-Aug,5/1/2024,8/14/2024,1
37,Summer Camp,10-Aug,5/1/2024,8/27/2024,1
37,Summer Camp,10-Aug,5/1/2024,6/13/2024,1
37,Summer Camp,10-Aug,5/1/2024,6/18/2024,1
37,Summer Camp,10-Aug,5/1/2024,8/12/2024,0
37,Summer Camp,10-Aug,5/1/2024,7/14/2024,1
37,Summer Camp,10-Aug,5/1/2024,6/30/2024,1
37,Summer Camp,10-Aug,5/1/2024,7/6/2024,1
37,Summer Camp,10-Aug,5/1/2024,5/6/2024,1
37,Summer Camp,10-Aug,5/1/2024,5/9/2024,1
37,Summer Camp,10-Aug,5/1/2024,5/6/2024,1
37,Summer Camp,10-Aug,5/1/2024,7/12/2024,1
37,Summer Camp,10-Aug,5/1/2024,8/11/2024,0
37,Summer Camp,10-Aug,5/1/2024,8/3/2024,0
37,Summer Camp,10-Aug,5/1/2024,6/1/2024,1
37,Summer Camp,10-Aug,5/1/2024,6/10/2024,1
37,Summer Camp,10-Aug,5/1/2024,8/22/2024,1
37,Summer Camp,10-Aug,5/1/2024,7/15/2024,1
38,STEM Club,7-May,5/15/2024,9/10/2024,1
38,STEM Club,7-May,5/15/2024,7/6/2024,1
38,STEM Club,7-May,5/15/2024,7/8/2024,1
38,STEM Club,7-May,5/15/2024,6/15/2024,1
38,STEM Club,7-May,5/15/2024,7/4/2024,1
38,STEM Club,7-May,5/15/2024,6/27/2024,1
38,STEM Club,7-May,5/15/2024,8/4/2024,1
38,STEM Club,7-May,5/15/2024,7/23/2024,1
38,STEM Club,7-May,5/15/2024,6/1/2024,1
38,STEM Club,7-May,5/15/2024,8/5/2024,0
38,STEM Club,7-May,5/15/2024,6/5/2024,1
38,STEM Club,7-May,5/15/2024,6/20/2024,1
38,STEM Club,7-May,5/15/2024,8/18/2024,1
38,STEM Club,7-May,5/15/2024,7/9/2024,1
38,STEM Club,7-May,5/15/2024,8/27/2024,1
38,STEM Club,7-May,5/15/2024,7/12/2024,1
38,STEM Club,7-May,5/15/2024,5/17/2024,1
38,STEM Club,7-May,5/15/2024,6/11/2024,1
38,STEM Club,7-May,5/15/2024,7/27/2024,1
38,STEM Club,7-May,5/15/2024,9/6/2024,1
38,STEM Club,7-May,5/15/2024,6/18/2024,1
38,STEM Club,7-May,5/15/2024,7/14/2024,1
38,STEM Club,7-May,5/15/2024,8/15/2024,1
38,STEM Club,7-May,5/15/2024,7/7/2024,1
38,STEM Club,7-May,5/15/2024,7/16/2024,1
38,STEM Club,7-May,5/15/2024,8/1/2024,1
38,STEM Club,7-May,5/15/2024,8/19/2024,1
38,STEM Club,7-May,5/15/2024,5/21/2024,1
38,STEM Club,7-May,5/15/2024,7/29/2024,1
38,STEM Club,7-May,5/15/2024,7/2/2024,0
38,STEM Club,7-May,5/15/2024,8/16/2024,1
38,STEM Club,7-May,5/15/2024,8/7/2024,0
38,STEM Club,7-May,5/15/2024,6/14/2024,1
39,After School Care,10-Aug,3/10/2024,6/6/2024,1
39,After School Care,10-Aug,3/10/2024,4/6/2024,1
39,After School Care,10-Aug,3/10/2024,5/14/2024,1
39,After School Care,10-Aug,3/10/2024,4/13/2024,1
39,After School Care,10-Aug,3/10/2024,6/18/2024,1
39,After School Care,10-Aug,3/10/2024,3/14/2024,1
39,After School Care,10-Aug,3/10/2024,5/13/2024,1
39,After School Care,10-Aug,3/10/2024,4/18/2024,1
39,After School Care,10-Aug,3/10/2024,5/24/2024,1
39,After School Care,10-Aug,3/10/2024,5/4/2024,0
39,After School Care,10-Aug,3/10/2024,4/14/2024,1
39,After School Care,10-Aug,3/10/2024,4/23/2024,1
39,After School Care,10-Aug,3/10/2024,4/1/2024,1
39,After School Care,10-Aug,3/10/2024,4/25/2024,1
39,After School Care,10-Aug,3/10/2024,4/9/2024,1
39,After School Care,10-Aug,3/10/2024,3/20/2024,1
39,After School Care,10-Aug,3/10/2024,3/19/2024,1
39,After School Care,10-Aug,3/10/2024,5/15/2024,1
39,After School Care,10-Aug,3/10/2024,7/5/2024,0
39,After School Care,10-Aug,3/10/2024,3/23/2024,1
39,After School Care,10-Aug,3/10/2024,5/28/2024,0
40,Arts & Crafts,10-Aug,1/29/2024,5/26/2024,0
40,Arts & Crafts,10-Aug,1/29/2024,3/3/2024,0
40,Arts & Crafts,10-Aug,1/29/2024,4/7/2024,1
40,Arts & Crafts,10-Aug,1/29/2024,5/8/2024,1
40,Arts & Crafts,10-Aug,1/29/2024,5/24/2024,1
41,Summer Camp,13-Nov,2/12/2024,5/10/2024,1
41,Summer Camp,13-Nov,2/12/2024,4/1/2024,1
41,Summer Camp,13-Nov,2/12/2024,3/11/2024,1
41,Summer Camp,13-Nov,2/12/2024,4/8/2024,1
41,Summer Camp,13-Nov,2/12/2024,3/21/2024,1
41,Summer Camp,13-Nov,2/12/2024,5/16/2024,1
41,Summer Camp,13-Nov,2/12/2024,4/7/2024,0
41,Summer Camp,13-Nov,2/12/2024,6/1/2024,1
41,Summer Camp,13-Nov,2/12/2024,3/25/2024,1
41,Summer Camp,13-Nov,2/12/2024,4/1/2024,1
41,Summer Camp,13-Nov,2/12/2024,3/5/2024,1
41,Summer Camp,13-Nov,2/12/2024,3/26/2024,1
41,Summer Camp,13-Nov,2/12/2024,3/20/2024,1
41,Summer Camp,13-Nov,2/12/2024,5/5/2024,1
41,Summer Camp,13-Nov,2/12/2024,3/5/2024,0
41,Summer Camp,13-Nov,2/12/2024,3/27/2024,1
41,Summer Camp,13-Nov,2/12/2024,4/3/2024,1
41,Summer Camp,13-Nov,2/12/2024,5/1/2024,0
41,Summer Camp,13-Nov,2/12/2024,4/1/2024,1
41,Summer Camp,13-Nov,2/12/2024,5/27/2024,1
41,Summer Camp,13-Nov,2/12/2024,6/9/2024,1
41,Summer Camp,13-Nov,2/12/2024,2/19/2024,1
41,Summer Camp,13-Nov,2/12/2024,6/4/2024,1
41,Summer Camp,13-Nov,2/12/2024,5/6/2024,1
41,Summer Camp,13-Nov,2/12/2024,2/12/2024,1
41,Summer Camp,13-Nov,2/12/2024,6/9/2024,1
41,Summer Camp,13-Nov,2/12/2024,2/19/2024,1
41,Summer Camp,13-Nov,2/12/2024,3/11/2024,1
41,Summer Camp,13-Nov,2/12/2024,5/17/2024,1
41,Summer Camp,13-Nov,2/12/2024,5/23/2024,1
41,Summer Camp,13-Nov,2/12/2024,2/16/2024,1
41,Summer Camp,13-Nov,2/12/2024,6/1/2024,1
41,Summer Camp,13-Nov,2/12/2024,5/7/2024,1
41,Summer Camp,13-Nov,2/12/2024,3/29/2024,0
41,Summer Camp,13-Nov,2/12/2024,3/16/2024,1
41,Summer Camp,13-Nov,2/12/2024,4/16/2024,0
41,Summer Camp,13-Nov,2/12/2024,4/6/2024,1
41,Summer Camp,13-Nov,2/12/2024,6/9/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/27/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,4/1/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,4/17/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,6/3/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,6/20/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,4/3/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,4/12/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,6/9/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/28/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,3/10/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,6/6/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/10/2024,0
42,Arts & Crafts,13-Nov,2/29/2024,6/17/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/16/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/12/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/4/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,4/14/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,3/8/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,3/2/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/23/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,3/25/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/10/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,4/16/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/4/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/8/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,3/27/2024,0
42,Arts & Crafts,13-Nov,2/29/2024,6/24/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,5/31/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,3/25/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,3/24/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,3/11/2024,1
42,Arts & Crafts,13-Nov,2/29/2024,3/4/2024,0
42,Arts & Crafts,13-Nov,2/29/2024,6/5/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,5/17/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,7/6/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,3/17/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,5/3/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,3/11/2024,1
